Category,Restaurant Address,Restaurant Name,Restaurant Price Range,Restaurant Latitude,Restaurant Longitude,Review Rate
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,Under $10,43.640388,-79.438338,1.2
Chinese,"5306 Yonge Street
Toronto, ON M2N 0E3",Hey Noodles,$11-30,43.772847,-79.414106,3.6
Chinese,"3290 Midland Avenue
Toronto, ON M1V 3Z9",Wai Yu Lau Restaurant,NA,43.806225,-79.289287,2.9
Chinese,"First Canadian Place
100 King Street W
Toronto, ON M5X 1C1",Supa Dim Sum and Noodle Bar,NA,43.648636,-79.381744,0.2
Chinese,"900 Don Mills Road
North York, ON M3C 1V6",Congee Star,$11-30,43.726987,-79.341494,3.8
Chinese,"640 Rogers Rd
York, ON M6M 1C1",Lucky Chinese Food,$11-30,43.681903,-79.474325,2.4
Chinese,"1176 Danforth Avenue
Toronto, ON M4J 1M3",Red Rose Chinese Food,NA,43.681611,-79.332837,0.8
Chinese,"1859 Davenport Rd
Toronto, ON M6N 1B9",Happy Chinese Restaurant,NA,43.670677,-79.453328,4.3
Chinese,"3240 Dufferin Street
North York, ON M6A 2T3",Noodle King Chinese Food,Under $10,43.719681,-79.457108,2.9
Chinese,"4465 Sheppard Avenue East
Unit #51
Toronto, ON M1S 4J9",Chickens & Duck BBQ ????,NA,43.78794,-79.26581,2.3
Chinese,"4271 Sheppard Avenue E
Unit 11
Toronto, ON M1S",Noodle Legend,Under $10,43.785886,-79.276156,0.7
Chinese,"630 Queen Street E
Toronto, ON M4M 1G3",Lucky China Wok Restaurant,NA,43.658451,-79.352722,3.2
Chinese,"14 Prince Arthur Avenue
Toronto, ON M5R 1A9",The Host,$11-30,43.669935,-79.395858,3.5
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,Under $10,43.640388,-79.438338,2.5
Chinese,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,1.1
Chinese,"3330 Pharmacy Avenue
Toronto, ON M1W 3V8",Spice & Aroma,Under $10,43.804308,-79.331254,3.3
Chinese,"369 Spadina Avenue
Toronto, ON M5T 2G3",Red Tomato Hongkong Restaurant,NA,43.6558,-79.398964,1.6
Chinese,"3266 Lake Shore Boulevard W
Etobicoke, ON M8V 1M4",MAI MAI Restaurant,$11-30,43.596934,-79.522757,3.9
Chinese,"5150 Yonge St
Unit F2
Toronto, ON M2N 6L6",Manchu Wok,NA,43.768698,-79.413163,2.3
Chinese,"2437 Finch Avenue W
Unit 1
Toronto, ON M9M 2E7",Red Lotus,NA,43.749727,-79.549748,4.1
Chinese,"3636 Steeles Avenue E
Markham, ON L3R 2Z5",Xin Jiang Restaurant,$11-30,43.818656,-79.330451,3
Chinese,"4700 Keele Street
Toronto, ON M3J 2S5",Pagoda,Under $10,43.774239,-79.501432,3.8
Chinese,"1033 Steeles Avenue W
North York, ON M2R 2S9",Szechuan Gourmet,$11-30,43.79132,-79.448013,2.2
Chinese,"3 Gerrard Street E
Toronto, ON M5B 2K8",Wok n’ Roll,NA,43.658932,-79.381661,5
Chinese,"Agincourt Plaza
8 Glen Watford Drive
Toronto, ON M1S 2C1",Best Taste BBQ,NA,43.786933,-79.276272,1.7
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,$11-30,43.664158,-79.380274,1.3
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,$11-30,43.664158,-79.380274,3
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,2.4
Chinese,"256 Augusta Ave
Toronto, ON M5T",Lucky Money Restaurant,NA,43.65634,-79.402907,0.6
Chinese,"26-108 Corporate Drive
Toronto, ON M1H 3J1",Chengdu Station,NA,43.781023,-79.24729,4.2
Chinese,"633 Silver Boulevard
Unit F5
Toronto, ON M1V",Canton Kitchen,Under $10,43.810098000000004,-79.29164,3.5
Chinese,"462 Birchmount Road
Unit 40
Toronto, ON M1K 1N8",Chef Lim,NA,43.707001,-79.268277,3.9
Chinese,"5140 Yonge Street, Unit F1
North York City Centre
Toronto, ON M2N 7J8",Wasabi Grill and Noodle,NA,43.768614,-79.412836,0.7
Chinese,"3700 Midland Avenue
Unit 122
Toronto, ON M1V 0B3",9 Best Food,NA,43.814803,-79.292749,2.8
Chinese,"Finch Avenue W At Weston Road
Toronto, ON M9M",Carribbean Heat 3,NA,43.752179,-79.543446,0.1
Chinese,"635 Gerrard St E
Toronto, ON M4M 1Y2",Beijing House Restaurant,NA,43.665751,-79.35066,0.2
Chinese,"25 Glen Watford Dr
Toronto, ON M1S 2B7",The Hot Duck,NA,43.787314,-79.275232,1.6
Chinese,"3774 Lawrence Avenue East
Toronto, ON M1G 1P9",Lucky Chinese Restaurant,$11-30,43.762282,-79.213894,4.3
Chinese,"1105 Bay Street
Toronto, ON M5S 2B3",Avocado Sushi,$11-30,43.66774,-79.388621,1.3
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,3.7
Chinese,"1105 Bay Street
Toronto, ON M5S 2B3",Avocado Sushi,$11-30,43.66774,-79.388621,2.5
Chinese,"3280 Midland Avenue
Unit 15
Toronto, ON M1V 4W9",Double Win Restaurant,Under $10,43.805792,-79.289038,3.1
Chinese,"3700 Midland Avenue
Unit 113-115
Toronto, ON M1V",Go For Tea,$11-30,43.814601,-79.29226,4.3
Chinese,"428 Dundas Street W
Toronto, ON M5T 1G7",Legend Aroma Food,NA,43.653842,-79.395513,2.1
Chinese,"1131 Markham Road
Toronto, ON M1H 2G1",Woburn Garden,NA,43.775715,-79.230614,1.2
Chinese,"4186 Finch Avenue E
Unit 25
Toronto, ON M1S 3V1",Delicious Beef Noodles,NA,43.804164,-79.287686,1.2
Chinese,"300 Borough Drive
Unit 733K
Toronto, ON M1P 4P5",Manchu WOK,Under $10,43.776062,-79.257596,0.4
Chinese,"478 Dundas Street W
Toronto, ON M5T 1G8",DOIG BAR’ Diner,NA,43.653265,-79.396975,1.1
Chinese,"263 Spadina Avenue
Toronto, ON M5T 2E3",Handmade Noodle,Under $10,43.65233,-79.397674,2.4
Chinese,"460 Renforth Drive
Unit 13
Etobicoke, ON M9C 3H9",Hong Kong Gourmet,Under $10,43.650692,-79.580326,1.3
Chinese,"2626 Danforth Ave
Toronto, ON M4C 1L7",Georgie’s Restaurant Chinese Food,NA,43.688669,-79.300274,2
Chinese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,Under $10,43.652774,-79.3994,1.9
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,4.1
Chinese,"1105 Bay Street
Toronto, ON M5S 2B3",Avocado Sushi,$11-30,43.66774,-79.388621,4
Chinese,"5138 Dundas Street W
Etobicoke, ON M9A 1C2",Chinese Food Gallery,Under $10,43.643756,-79.533371,0.5
Chinese,"472 Dundas St W
Toronto, ON M5T 1G9",Hong Kong Harbour Restaurant,NA,43.653312,-79.396844,4.8
Chinese,"1054 Gerrard St E
Toronto, ON M4M 1Z8",Parkland Chinese Restaurant,NA,43.669235,-79.33609,1.1
Chinese,"77 Huron Street
Toronto, ON M5T 2A8",Liuuil Hot Pot,NA,43.653752,-79.396123,1.6
Chinese,"1 York Gate Boulevard
North York, ON M3N 3A1",China Wok Super Chinese Food,Under $10,43.758178,-79.519679,5
Chinese,"633 Silver Star Blvd
Toronto, ON M1V 5N1",C & E Delicious Food,NA,43.82214,-79.298508,1.9
Chinese,"74 Victoria St
Toronto, ON M5C 2A5",Geen Peas Wok & Noodle,NA,43.651232,-79.37771,3.9
Chinese,"3278 Midland Avenue
Suite D120-D125
Toronto, ON M1V 4A1",Health Gourmet,$11-30,43.80632,-79.288306,2.6
Chinese,"3280 Midland Ave
Unit 9
Toronto, ON M1V 0C7",Ka Wor Yuen BBQ,NA,43.805877,-79.288317,1.3
Chinese,"3250 Midland Avenue
Toronto, ON M1V 4A1",Hot Kung Fu Soup,NA,43.80392,-79.286382,0.3
Chinese,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,Under $10,43.652774,-79.3994,4.5
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,3.9
Chinese,"1105 Bay Street
Toronto, ON M5S 2B3",Avocado Sushi,$11-30,43.66774,-79.388621,1.5
Chinese,"633 Silver Star Boulevard
Unit F8
Toronto, ON M1V 5N1",Asian Kitchen,NA,43.822058,-79.298592,1.1
Chinese,"5197 Yonge Street
Toronto, ON M2N 5P8",Pho 88 North York,Under $10,43.770472,-79.412988,1.2
Chinese,"3685 Keele Street
Unit 6
North York, ON M3J 3H6",Hakka Bro’s,Under $10,43.754433,-79.487777,0.6
Chinese,"834 The Queensway
Etobicoke, ON M8Z 1N5",Ancom Chinese Restaurant,$11-30,43.624967,-79.508814,2.2
Chinese,"25 Glen Watford Drive
Toronto, ON M1S 2B7",Shanghai Dimsum,NA,43.787138,-79.275528,2.2
Chinese,"4555 Highway 7 W
Unit B-1
Woodbridge, ON L4L 1S6",Golden China Cuisine,NA,43.783867,-79.574445,2.6
Chinese,"5929 Yonge Street
Toronto, ON M2M 3V7",Spice & Aroma,NA,43.787295,-79.41715,2.8
Chinese,"3833 Midland Avenue
Toronto, ON M1V 5L6",Bai Yun Meishi,NA,43.813658,-79.291422,4.4
Chinese,"3645 Bathurst St
North York, ON M6A 2E4",Sea-Hi Chinese Food,$11-30,43.733837,-79.43292,4.9
Chinese,"26c Scarlett Road
York, ON M6N 4K1",Yummy Yummy Chinese Food,NA,43.66758,-79.500063,0.3
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,1.1
Chinese,"3030 Don Mills Road
Unit 20
Toronto, ON M2J 3B6",Sunshine Tea House,Under $10,43.785894,-79.351107,0.6
Chinese,"292 Parliament St
Toronto, ON M5A 3A4",Mama Wok,NA,43.65867,-79.36583,1.9
Chinese,"3030 Don Mills Road
Toronto, ON M2J",Mandarin Gardens,NA,43.785576,-79.352875,0.1
Chinese,"1125 Bloor Street E
Unit 8
Mississauga, ON L4Y 2N4",China China Palace,Under $10,43.611058,-79.599918,0.1
Chinese,"23 Glen Watford Dr
Toronto, ON M1S 2B7",Scarborough Grand Seafood Restaurant,Under $10,43.786927,-79.274072,4.8
Chinese,"888 Dundas Street E
Unit D2-B
Mississauga, ON L4Y 4G6",Mom’s Recipe Chicken,NA,43.597697,-79.594338,3.1
Chinese,"3380 Midland Avenue
Toronto, ON M1V 1R4",Jacky’s Seafood Restaurant,$11-30,43.809249,-79.290109,5
Chinese,"7010 Warden Avenue
Unit 17-18
Markham, ON L3R 5Y3",Yin Ji Chang Fen,Under $10,43.82028,-79.32523,4.4
Chinese,"1690 Jane Street
Suite B
York, ON M9N 2S4",Golden Star Noodle Restaurant,NA,43.703164,-79.504088,2.8
Chinese,"3850 Steeles Avenue W
Woodbridge, ON L4L 4Y6",Steeles Garden,$11-30,43.771126,-79.545275,3.5
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,0.8
Chinese,"877 York Mills Road
North York, ON M3B 1Y5",China Gourmet Takeout,$11-30,43.755339,-79.348754,2.7
Chinese,"1571 Sandhurst Circle
Toronto, ON M1V 1V2",Pacific Wok And Grill,NA,43.80978,-79.269437,0.5
Chinese,"4002 Sheppard Avenue
Toronto, ON M1S",Gold Bowl Asian Noodle Soup,$11-30,43.783742,-79.287717,3.2
Chinese,"108 Corporate Drive
Unit 21-22
Toronto, ON M1H 3H9",Spice And Aroma,NA,43.7808,-79.247459,4.8
Chinese,"1176 Danforth Ave
Toronto, ON M4J 1M3",Panda Land,NA,43.681611,-79.332837,2.5
Chinese,"238 Queen St W
Toronto, ON M5V 1Z7",Dragon Chinese Fast Food,NA,43.650131,-79.390412,2.6
Chinese,"416 Spadina Ave
Chinatown
Toronto, ON M5T 2G7",Ivan’s Kitchen,$11-30,43.656273,-79.399631,4.1
Chinese,"685 Queen St W
Toronto, ON M6J 1E6",Henry’s Chinese Food,NA,43.646873,-79.404944,0.2
Chinese,"2347 Kennedy Road
Toronto, ON M1T 3T8",Noodle Station,NA,43.783936,-79.288509,0.9
Chinese,"3466 Dundas St W
York, ON M6S 2S1",Ho Lee Chow,$11-30,43.665936,-79.487438,0.4
Chinese,"10 Northtown Way
Unit 111
Toronto, ON M2N 7L4",The Crayfish & Crab Seafood,NA,43.775912,-79.413556,2.4
Chinese,"888 Dundas Street E
Unit A2
Mississauga, ON L4Y 4G6",Long Zu Bbq,$11-30,43.597863,-79.594601,1.9
Chinese,"888 Dundas Street E
Unit C3&4
Mississauga, ON L4Y 4G6",Blue Lagoon Seafood Master,$11-30,43.597823,-79.593706,2.1
Chinese,"1 Baldwin St
Toronto, ON M5T 1L1",Baldwin Palace Restaurant,NA,43.656233,-79.392318,0
Chinese,"18 Celeste Drive
Toronto, ON M1E",Chinese Buffet,NA,43.757052,-79.200012,1.2
Chinese,"2883 Jane Street
North York, ON M3N 2J5",Jade East Chinese Food,$11-30,43.752408,-79.516381,1.7
Chinese,"2104 Highway 7
Unit 1
Concord, ON L4K 2S9",Szechuan Spice,$11-30,43.80241,-79.494092,2.6
Chinese,"1625 Wilson Avenue
North York, ON M3L 1A5",Pho Con Bo,Under $10,43.719792,-79.512164,1.7
Chinese,"2202 Danforth Ave
Toronto, ON M4C 1K3",Yin Li Xuan,NA,43.686519,-79.309794,2.6
Chinese,"15 Northtown Way
Unit 32
Toronto, ON M2N 7A2",The Chinese Block,NA,43.77485,-79.413267,3.9
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,Under $10,43.640388,-79.438338,2.5
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,$11-30,43.664158,-79.380274,4.2
Chinese,"398 Steeles Avenue W
Thornhill, ON L4J 6X3",Sunny Dragon Restaurant,$11-30,43.795176,-79.43473,3.5
Chinese,"3290 Midland Avenue
Unit 2
Scarborough, ON M1V 3Z9",The Dumpling King,$11-30,43.806607,-79.289529,1.4
Chinese,"3280 Midland Ave
Unit 15
Toronto, ON M1V 0C7",Vase Restaurant,NA,43.805877,-79.288317,0.2
Chinese,"5421 Yonge Street
North York, ON M2N 5R6",Artisan Noodle,$11-30,43.776287,-79.414556,0.7
Chinese,"1110 Sheppard Aveune E
North York, ON M2K 2W2",Peking Man Restaurant,$11-30,43.771112,-79.369841,1
Chinese,"888 Dundas Street E
Mississauga, ON L4Y 4G6",Best Friend Restaurant,$11-30,43.597805,-79.59426,0.1
Chinese,"101 Ravel Road
North York, ON M2H 1T1",Chinese Halal Restaurant,$11-30,43.791159,-79.366754,0.1
Chinese,"1650 Dundas Street E
Unit 6
Mississauga, ON L4X 2Z3",Fu’s Garden Restaurant,$11-30,43.614291,-79.576902,3.3
Chinese,"4400 Sheppard Avenue E
Scarborough, ON M1S 5J5",Yummy Cantonese Restaurant,Under $10,43.787529,-79.269635,0.2
Chinese,"4810 Sheppard Avenue E
Unit 20
Toronto, ON M1S 4N6",Spicy Garden,Under $10,43.791588,-79.250917,1.9
Chinese,"434 College St
Toronto, ON M4W 1A7",Nirvana,$11-30,43.656571,-79.40712,2.4
Chinese,"4020 Finch Avenue E
Toronto, ON M1S 3T6",Fishman Lobster Clubhouse Restaurant,$31-60,43.801976,-79.295159,5
Chinese,"476 Yonge St
Toronto, ON M4Y 1X5",The Captain’s Boil,$11-30,43.66241,-79.383726,2.8
Chinese,"2432 Eglinton Avenue E
Scarborough, ON M1K 2P8",Good Luck Chinese Restaurant,Under $10,43.73269,-79.266331,4.1
Chinese,"4186 Finch Ave E
Unit 21-22
Toronto, ON M1S 5C2",Da Quan BBQ Restaurant,NA,43.803388,-79.287853,0.3
Chinese,"2003 Avenue Road
North York, ON M5M 4A5",Satay On the Road,$11-30,43.735317,-79.419896,2.9
Chinese,"2173 Lawrence Avenue E
Scarborough, ON M1P 2P5",Wong’s Asian Cuisine,Under $10,43.747277,-79.283849,3.3
Chinese,"1085 Bellamy Road N
Unit 4
Scarborough, ON M1H 3C7",The Avenue Restaurant & Lounge,$11-30,43.775556,-79.241573,1
Chinese,"4386 Sheppard Avenue E
Scarborough, ON M1S 1T8",Perfect Chinese Restaurant,$11-30,43.787379,-79.270282,0.4
Chinese,"4000 Steeles Avenue W
Woodbridge, ON L4L 4V9",Wok With Yu,Under $10,43.769476,-79.55213,4.3
Chinese,"2145 Weston Rd
York, ON M9N 1X8",China China Express,NA,43.702837,-79.524895,2.2
Chinese,"307 Ave Spadina
Toronto, ON M5T 2E6",Golden Leaf Chinese Cuisine,NA,43.653819,-79.397975,0.7
Chinese,"1520 Steeles Ave W
Unit 102
Vaughan, ON L4K 3B9",Deer Garden Signatures,NA,43.787376,-79.471728,2.2
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,NA,43.724862,-79.550843,3.6
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,NA,43.724862,-79.550843,2.1
Chinese,"633 Silver Star Boulevard
Unit 108
Toronto, ON M1V 5N1",Chuan Yu Home,NA,43.81043,-79.293389,3.2
Chinese,"888 Dundas Street E
Mississauga, ON L4Y 2B8",Tsui Xiang Tsuen Restaurant,Under $10,43.598682,-79.595522,1
Chinese,"2428 Lake Shore Boulevard W
Etobicoke, ON M8V 1C4",Flower Drum Restaurant,$11-30,43.614457,-79.489133,0.9
Chinese,"1873 Lawrence Avenue
Toronto, ON M1R 2Y3",Yiden Garden,NA,43.743724,-79.30202,4.6
Chinese,"8575 Keele Street
Concord, ON L4K 3P4",Aster Garden Restaurant,$11-30,43.819434,-79.504126,2
Chinese,"712 Scarlett Rd
Etobicoke, ON M9P 2T5",Gardenia House Chinese Food,Under $10,43.695825,-79.520617,4.1
Chinese,"2412 Eglinton Avenue E
Scarborough, ON M1K 2P3",Chung Moi,$11-30,43.731956,-79.269189,3.5
Chinese,"1025 Coxwell Ave
East York, ON M4C 3G4",Eden Chinese Food,Under $10,43.697198,-79.328958,0.6
Chinese,"433 Comstock Rd
Scarborough, ON M1L 4M7",Barcode Chinese Restaurant,$31-60,43.723093,-79.275968,2.8
Chinese,"1255 The Queensway
Etobicoke, ON M8Z 1S1",Mandarin Restaurant - Queensway,$11-30,43.621045,-79.523061,4.1
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,NA,43.724862,-79.550843,3.9
Chinese,"125 Ravel Road
North York, ON M2H 1T1",Asian Legend,$11-30,43.790597,-79.367214,3.9
Chinese,"7095 Woodbine Avenue
Markham, ON L3R 1A3",QJD Peking Duck Restaurant,$31-60,43.816717,-79.348321,3.2
Chinese,"1300 Finch Avenue W
North York, ON M3J 3K2",Caribbean Heat Family Restaurant,$11-30,43.764138,-79.489652,0.6
Chinese,"7700 Bathurst Street
Thornhill, ON L4J 7Y3",Cynthia’s Chinese Restaurant,$11-30,43.809367,-79.450344,2.1
Chinese,"3020 Bathurst Street
North York, ON M6B 3B6",Shalom Shanghai,NA,43.717948,-79.429643,1.6
Chinese,"3330 Pharmacy Avenue
Scarborough, ON M1W 3V8",Xin Jiang Barbecue Restaurant,$11-30,43.804308,-79.331254,3.4
Chinese,"3636 Steeles Avenue E
Markham, ON L3R 1K9",Backyard Garden Restaurant,$11-30,43.818749,-79.330472,1.4
Chinese,"40 Kodiak Crescent
North York, ON M3J 3G5",The Soup Kettle,Under $10,43.754644,-79.466707,3.1
Chinese,"23 Milliken Boulevard
Unit B16
Toronto, ON M1V",Unique Wonton,NA,43.803564,-79.295112,2.2
Chinese,"948 The Queensway
Etobicoke, ON M8Z 1P4",Trini Gardens Restaurant,Under $10,43.624088,-79.512783,0
Chinese,"3351 Bloor Street W
Toronto, ON M8X 1E9",Sushi Run,$11-30,43.644901,-79.521863,2.7
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,NA,43.724862,-79.550843,4.8
Chinese,"2280 Dixie Road
Mississauga, ON L4Y 1Z4",Jade Dim Sum,$11-30,43.602217,-79.57685,0.6
Chinese,"2190 Mcnicoll Avenue
Unit 119
Scarborough, ON M1V 0B3",Magic Noodle,Under $10,43.814541,-79.293686,1.2
Chinese,"735 Middlefield Road
Scarborough, ON M1V 5H5",Royal Chinese Seafood Restaurant,$11-30,43.819873,-79.261939,2.5
Chinese,"4385 Sheppard Avenue E
Scarborough, ON M1S 1T9",Dumpling Restaurant,Under $10,43.787045,-79.270051,3.5
Chinese,"4125 Steeles Avenue E
Scarborough, ON M1W 3T4",Casa Imperial Fine Chinese Cuisine,$11-30,43.820904,-79.320946,5
Chinese,"180 Steeles Avenue W
Suite 20A
Vaughan, ON L4J 2L1",Top Gourmet of China,NA,43.797357,-79.425825,0.3
Chinese,"8787 Weston Road
Vaughan, ON L4L 0C3",Mandarin Restaurant - Vaughan,$11-30,43.814621,-79.553182,4.5
Chinese,"112-3636 Steeles Avenue E
Markham, ON L3R 1K9",Chinese Dumpling House,Under $10,43.819297,-79.331044,1.3
Chinese,"200 Marycroft Avenue
Unit 9-11
Vaughan, ON L4L 5X9",Eastern Sense,$11-30,43.784325,-79.566844,2.4
Chinese,"4386 Sheppard Ave
Toronto, ON M1S",Dim Sum,NA,43.780029,-79.2834,2.8
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,NA,43.724862,-79.550843,1.7
Chinese,"4400 Sheppard Avenue E
Scarborough, ON M1S 5J5",Wonton Chai Noodle,Under $10,43.787551,-79.269658,3
Chinese,"1019 Weston Rd
York, ON M6N 3R9",Dragon House Chinese Food,Under $10,43.685042,-79.485292,1.8
Chinese,"7330 Yonge Street
Vaughan, ON L4J 8H9",Chung King Garden Restaurant,$31-60,43.806167,-79.423188,2.2
Chinese,"4080 Steeles Avenue E
Unit 3-5
Markham, ON L3R 3N8",Fishman Wharf Seafood,$31-60,43.822623,-79.313552,3.1
Chinese,"5441 Yonge Street
North York, ON M2N 5S1",Hot Pot on Yonge,$11-30,43.777027,-79.414539,5
Chinese,"7301 Woodbine Avenue
Markham, ON L3R 3V7",Ritzy Palace Chinese Cuisine,$31-60,43.821326,-79.349712,2.9
Chinese,"4286 Kingston Road
Scarborough, ON M1E 2M8",China Gourmet King,$11-30,43.763311,-79.194171,1.9
Chinese,"3300 Danforth Avenue
Scarborough, ON M1L 1C4",Chopstick Foods,Under $10,43.693063,-79.280071,0.9
Chinese,"4271 Sheppard Ave E
Scarborough, ON M1S 4G4",Beef Noodle Restaurant,$11-30,43.785489,-79.275764,3.8
Chinese,"Promenade Mall
1 Promenade Circle
Thornhill, ON L4J 4P8",Congee Wong,$11-30,43.809705,-79.453522,4.2
Chinese,"42 Rexdale Boulevard
Rexdale, ON M9W 5Z3",Faley Restaurant,Under $10,43.713599,-79.558954,5
Chinese,"1806 Pharmacy Avenue
Scarborough, ON M1T 1H6",Lin Garden Restaurant,$11-30,43.775897,-79.31747,4.1
Chinese,"1735 Eglinton Ave W
York, ON M6E 2H4",J J M Homestyle Chinese Restaurant,NA,43.696365,-79.44707,0.2
Chinese,"62 Overlea Blvd
East York, ON M4H 1C4",Viva Chinese Food,Under $10,43.707861,-79.343364,4
Chinese,"Bayview Village Shopping Centre
2901 Bayview Avenue, Unit A20
North York, ON M2N 5Z7",Pearl,$31-60,43.769089,-79.384935,4
Chinese,"361 Av Wilson
North York, ON M3H 1T3",Lily Garden Restaurant,Under $10,43.736525,-79.437038,4.5
Chinese,"2150 Steeles Avenue W
Vaughan, ON L4K 2Y7",Beijing Sung,NA,43.782788,-79.491392,2.6
Chinese,"4002 Sheppard Ave E
Scarborough, ON M1S 4R5",Very Fair Chinese Restaurant,$11-30,43.783656,-79.287934,2.9
Chinese,"3636 Steeles Avenue E
Unit 130
Markham, ON L3T 1A4",Ten Ten Dim Sum,Under $10,43.818772,-79.330452,2.1
Chinese,"30 Disera Drive
Unit 100
Vaughan, ON L4J 0A7",Hua Sang Seafood Restaurant,$11-30,43.811877,-79.454125,2.2
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,0.5
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,NA,43.724862,-79.550843,2.5
Chinese,"636 Finch Avenue E
North York, ON M2K 2E6",Sun Star Chinese Cuisine,$11-30,43.786883,-79.383874,3.9
Chinese,"5103 Sheppard Avenue E
Scarborough, ON M1S 4N8",Fairview Seafood Chinese Cuisine,$11-30,43.793444,-79.240718,4.3
Chinese,"3261 Kennedy Road
Unit 4-5
Scarborough, ON M1V 4B6",Chiu Chow Boy,$11-30,43.817246,-79.304129,0.3
Chinese,"1920 Ellesmere Road
Scarborough, ON M1H 2V6",Federick,$11-30,43.774865,-79.24099,0.8
Chinese,"2930 Steeles Avenue E
Thornhill, ON L3T 7X1",Congee Queen,$11-30,43.81252,-79.357413,1.6
Chinese,"2555 Victoria Park Avenue
Scarborough, ON M1T 1A3",Noodle Delight,Under $10,43.772917,-79.321447,0.9
Chinese,"4186 Finch Avenue E
Scarborough, ON M1S 4T5",Double Ming Chinese Dessert,Under $10,43.803502,-79.287315,0.2
Chinese,"2206 Eglinton Avenue E
Scarborough, ON M1L 4S7",Mandarin,$11-30,43.730533,-79.279639,3.8
Chinese,"106 Humber College Boulevard
Etobicoke, ON M9V 4E4",Shanghai Restaurant,NA,43.731178,-79.600574,2
Chinese,"536 Dundas Street W
Toronto, ON M5T 1H4",Chinese Traditional Buns,Under $10,43.652729,-79.399045,4.3
Chinese,"1508 Queen St W
Toronto, ON M6R 1A4",Rice & Noodle,Under $10,43.640388,-79.438338,4.1
Chinese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,$11-30,43.664158,-79.380274,0.6
Chinese,"200 Queen's Plate Drive
Rexdale, ON M9W 6V1",Mandarin Restaurant - Rexdale,$11-30,43.71972,-79.596013,2.9
Chinese,"7030 Warden Avenue
Markham, ON L3R 5Y2",Keung’s Delight,$11-30,43.820856,-79.326554,0.7
Chinese,"3330 Pharmacy Avenue
Scarborough, ON M1W 3V8",Fuji Lamb House,$11-30,43.804255,-79.331052,3.5
Chinese,"80 Ellesmere Road
Unit 11
Scarborough, ON M1R 4C2",China Cottage,$11-30,43.759403,-79.310733,2.5
Chinese,"2109 Jane Street
North York, ON M3M 1A2",Mi Pho Song Vu,$11-30,43.718424,-79.507929,3.4
Chinese,"462 Birchmount Road
Unit 40
Scarborough, ON M1K 1N8",Panda Wok,Under $10,43.706986,-79.268149,0.8
Chinese,"4820 Av Sheppard E
Scarborough, ON M1S 5M8",Sinopino Chinese Restaurant,Under $10,43.792048,-79.249428,4.4
Chinese,"2825 Kingston Road
Scarborough, ON M1M 1N2",Super Choy Restaurant,$11-30,43.721168,-79.236862,1.6
Chinese,"7010 Warden Avenue
Markham, ON L3R 5Y3",New Fortune Stone,Under $10,43.820398,-79.325504,2.8
Chinese,"2900 Warden Avenue
Scarborough, ON M1W 2S8",Mr Congee Chinese Cuisine,$11-30,43.798395,-79.318453,1
Chinese,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,$11-30,43.778937,-79.363867,2.3
Chinese,"359 Albion Road
Toronto, ON M9W 2P1",Umami Hakka,NA,43.724862,-79.550843,1.8
Chinese,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,3.9
Chinese,"173 Ravel Road
North York, ON M2H 1T1",Hot Spicy Spicy,$11-30,43.791251,-79.367353,2.6
